GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
06075016300,"Census Tract 163, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075016400,"Census Tract 164, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075016500,"Census Tract 165, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075016700,"Census Tract 167, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075016801,"Census Tract 168.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075016802,"Census Tract 168.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075017101,"Census Tract 171.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075017102,"Census Tract 171.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075017700,"Census Tract 177, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075017801,"Census Tract 178.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020300,"Census Tract 203, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020401,"Census Tract 204.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020402,"Census Tract 204.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020500,"Census Tract 205, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020600,"Census Tract 206, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020700,"Census Tract 207, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075020900,"Census Tract 209, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021000,"Census Tract 210, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021100,"Census Tract 211, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021200,"Census Tract 212, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021300,"Census Tract 213, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021500,"Census Tract 215, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021600,"Census Tract 216, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021700,"Census Tract 217, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075021800,"Census Tract 218, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022600,"Census Tract 226, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022702,"Census Tract 227.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022704,"Census Tract 227.04, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022801,"Census Tract 228.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022802,"Census Tract 228.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022803,"Census Tract 228.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022901,"Census Tract 229.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075022903,"Census Tract 229.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075023001,"Census Tract 230.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075023003,"Census Tract 230.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075023300,"Census Tract 233, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025300,"Census Tract 253, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025401,"Census Tract 254.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025402,"Census Tract 254.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025403,"Census Tract 254.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025500,"Census Tract 255, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025600,"Census Tract 256, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025800,"Census Tract 258, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075025900,"Census Tract 259, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026001,"Census Tract 260.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026002,"Census Tract 260.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026003,"Census Tract 260.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026200,"Census Tract 262, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026301,"Census Tract 263.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026302,"Census Tract 263.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026303,"Census Tract 263.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075026402,"Census Tract 264.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030102,"Census Tract 301.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030201,"Census Tract 302.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030202,"Census Tract 302.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030301,"Census Tract 303.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030302,"Census Tract 303.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030600,"Census Tract 306, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030700,"Census Tract 307, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075030900,"Census Tract 309, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075031000,"Census Tract 310, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075031201,"Census Tract 312.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075031301,"Census Tract 313.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075031302,"Census Tract 313.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075032601,"Census Tract 326.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075032602,"Census Tract 326.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075032801,"Census Tract 328.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075032802,"Census Tract 328.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075032902,"Census Tract 329.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075033000,"Census Tract 330, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075033100,"Census Tract 331, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075033203,"Census Tract 332.03, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075033204,"Census Tract 332.04, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075035100,"Census Tract 351, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075035201,"Census Tract 352.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075035400,"Census Tract 354, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075040200,"Census Tract 402, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075042601,"Census Tract 426.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075042602,"Census Tract 426.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075042800,"Census Tract 428, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075045100,"Census Tract 451, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075045200,"Census Tract 452, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075047702,"Census Tract 477.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075047801,"Census Tract 478.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075047901,"Census Tract 479.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075047902,"Census Tract 479.02, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075060100,"Census Tract 601, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075060400,"Census Tract 604, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075060700,"Census Tract 607, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075061000,"Census Tract 610, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075061400,"Census Tract 614, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075980200,"Census Tract 9802, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075980300,"Census Tract 9803, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075980401,"Census Tract 9804.01, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075980600,"Census Tract 9806, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075980900,"Census Tract 9809, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06075990100,"Census Tract 9901, San Francisco County, California",Native Hawaiian,0,0%,0%,,,,21
06077000300,"Census Tract 3, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077000401,"Census Tract 4.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077000402,"Census Tract 4.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077000500,"Census Tract 5, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077000700,"Census Tract 7, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077000900,"Census Tract 9, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001102,"Census Tract 11.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001300,"Census Tract 13, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001400,"Census Tract 14, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001500,"Census Tract 15, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001600,"Census Tract 16, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001700,"Census Tract 17, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077001800,"Census Tract 18, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002000,"Census Tract 20, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002100,"Census Tract 21, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002201,"Census Tract 22.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002202,"Census Tract 22.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002401,"Census Tract 24.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002402,"Census Tract 24.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002503,"Census Tract 25.03, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002504,"Census Tract 25.04, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002702,"Census Tract 27.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077002800,"Census Tract 28, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003106,"Census Tract 31.06, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003108,"Census Tract 31.08, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003109,"Census Tract 31.09, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003111,"Census Tract 31.11, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003112,"Census Tract 31.12, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003114,"Census Tract 31.14, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003203,"Census Tract 32.03, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003205,"Census Tract 32.05, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003210,"Census Tract 32.10, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003213,"Census Tract 32.13, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003215,"Census Tract 32.15, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003310,"Census Tract 33.10, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003312,"Census Tract 33.12, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003406,"Census Tract 34.06, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003409,"Census Tract 34.09, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003602,"Census Tract 36.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077003801,"Census Tract 38.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004001,"Census Tract 40.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004105,"Census Tract 41.05, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004106,"Census Tract 41.06, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004201,"Census Tract 42.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004202,"Census Tract 42.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004203,"Census Tract 42.03, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004302,"Census Tract 43.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004303,"Census Tract 43.03, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004305,"Census Tract 43.05, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004308,"Census Tract 43.08, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004402,"Census Tract 44.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004403,"Census Tract 44.03, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004404,"Census Tract 44.04, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004502,"Census Tract 45.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004600,"Census Tract 46, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004701,"Census Tract 47.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004704,"Census Tract 47.04, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004800,"Census Tract 48, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004901,"Census Tract 49.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077004902,"Census Tract 49.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005001,"Census Tract 50.01, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005106,"Census Tract 51.06, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005108,"Census Tract 51.08, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005113,"Census Tract 51.13, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005119,"Census Tract 51.19, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005123,"Census Tract 51.23, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005125,"Census Tract 51.25, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005126,"Census Tract 51.26, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005129,"Census Tract 51.29, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005130,"Census Tract 51.30, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005132,"Census Tract 51.32, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005133,"Census Tract 51.33, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005302,"Census Tract 53.02, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005405,"Census Tract 54.05, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06077005406,"Census Tract 54.06, San Joaquin County, California",Native Hawaiian,0,0%,0%,,,,24
06081600100,"Census Tract 6001, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081600300,"Census Tract 6003, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081600401,"Census Tract 6004.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081600500,"Census Tract 6005, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081600700,"Census Tract 6007, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081600800,"Census Tract 6008, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601200,"Census Tract 6012, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601300,"Census Tract 6013, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601400,"Census Tract 6014, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601601,"Census Tract 6016.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601700,"Census Tract 6017, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601901,"Census Tract 6019.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081601902,"Census Tract 6019.02, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081602900,"Census Tract 6029, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603100,"Census Tract 6031, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603200,"Census Tract 6032, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603300,"Census Tract 6033, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603400,"Census Tract 6034, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603801,"Census Tract 6038.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081603900,"Census Tract 6039, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081604500,"Census Tract 6045, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081604600,"Census Tract 6046, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081604800,"Census Tract 6048, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081604900,"Census Tract 6049, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605100,"Census Tract 6051, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605400,"Census Tract 6054, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605500,"Census Tract 6055, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605600,"Census Tract 6056, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605700,"Census Tract 6057, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081605800,"Census Tract 6058, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081606300,"Census Tract 6063, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081606400,"Census Tract 6064, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081606500,"Census Tract 6065, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081606700,"Census Tract 6067, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081606800,"Census Tract 6068, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607000,"Census Tract 6070, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607100,"Census Tract 6071, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607200,"Census Tract 6072, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607300,"Census Tract 6073, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607400,"Census Tract 6074, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081607900,"Census Tract 6079, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608002,"Census Tract 6080.02, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608004,"Census Tract 6080.04, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608013,"Census Tract 6080.13, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608023,"Census Tract 6080.23, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608100,"Census Tract 6081, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608200,"Census Tract 6082, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608300,"Census Tract 6083, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608600,"Census Tract 6086, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081608800,"Census Tract 6088, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609000,"Census Tract 6090, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609100,"Census Tract 6091, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609201,"Census Tract 6092.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609300,"Census Tract 6093, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609500,"Census Tract 6095, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609601,"Census Tract 6096.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609602,"Census Tract 6096.02, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609603,"Census Tract 6096.03, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609700,"Census Tract 6097, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609800,"Census Tract 6098, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081609900,"Census Tract 6099, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610000,"Census Tract 6100, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610100,"Census Tract 6101, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610201,"Census Tract 6102.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610303,"Census Tract 6103.03, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610304,"Census Tract 6103.04, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610601,"Census Tract 6106.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610602,"Census Tract 6106.02, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610800,"Census Tract 6108, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081610900,"Census Tract 6109, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081611000,"Census Tract 6110, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081611200,"Census Tract 6112, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081611300,"Census Tract 6113, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081611400,"Census Tract 6114, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081611600,"Census Tract 6116, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081612500,"Census Tract 6125, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081612600,"Census Tract 6126, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081612700,"Census Tract 6127, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081612900,"Census Tract 6129, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613000,"Census Tract 6130, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613200,"Census Tract 6132, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613300,"Census Tract 6133, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613400,"Census Tract 6134, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613501,"Census Tract 6135.01, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613502,"Census Tract 6135.02, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081613600,"Census Tract 6136, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081984300,"Census Tract 9843, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06081990100,"Census Tract 9901, San Mateo County, California",Native Hawaiian,0,0%,0%,,,,21
06085500100,"Census Tract 5001, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500200,"Census Tract 5002, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500300,"Census Tract 5003, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500400,"Census Tract 5004, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500500,"Census Tract 5005, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500600,"Census Tract 5006, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085500800,"Census Tract 5008, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501102,"Census Tract 5011.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501401,"Census Tract 5014.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501501,"Census Tract 5015.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501502,"Census Tract 5015.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501700,"Census Tract 5017, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085501900,"Census Tract 5019, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502002,"Census Tract 5020.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502201,"Census Tract 5022.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502202,"Census Tract 5022.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502301,"Census Tract 5023.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502302,"Census Tract 5023.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502400,"Census Tract 5024, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502500,"Census Tract 5025, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502601,"Census Tract 5026.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502604,"Census Tract 5026.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502701,"Census Tract 5027.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502800,"Census Tract 5028, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502901,"Census Tract 5029.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502902,"Census Tract 5029.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502903,"Census Tract 5029.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502906,"Census Tract 5029.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502908,"Census Tract 5029.08, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085502910,"Census Tract 5029.10, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503001,"Census Tract 5030.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503002,"Census Tract 5030.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503110,"Census Tract 5031.10, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503111,"Census Tract 5031.11, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503112,"Census Tract 5031.12, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503113,"Census Tract 5031.13, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503115,"Census Tract 5031.15, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
