GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
04013218100,"Census Tract 2181, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013218300,"Census Tract 2183, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013318700,"Census Tract 3187, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013318900,"Census Tract 3189, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319000,"Census Tract 3190, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319300,"Census Tract 3193, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319403,"Census Tract 3194.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319404,"Census Tract 3194.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319500,"Census Tract 3195, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319600,"Census Tract 3196, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319705,"Census Tract 3197.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319706,"Census Tract 3197.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319800,"Census Tract 3198, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319903,"Census Tract 3199.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319904,"Census Tract 3199.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319905,"Census Tract 3199.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319906,"Census Tract 3199.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319907,"Census Tract 3199.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319909,"Census Tract 3199.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013319910,"Census Tract 3199.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013320002,"Census Tract 3200.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013320100,"Census Tract 3201, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420104,"Census Tract 4201.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420105,"Census Tract 4201.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420107,"Census Tract 4201.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420109,"Census Tract 4201.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420110,"Census Tract 4201.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420111,"Census Tract 4201.11, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420112,"Census Tract 4201.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420113,"Census Tract 4201.13, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420114,"Census Tract 4201.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420115,"Census Tract 4201.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420202,"Census Tract 4202.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420207,"Census Tract 4202.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420209,"Census Tract 4202.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420211,"Census Tract 4202.11, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420212,"Census Tract 4202.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420213,"Census Tract 4202.13, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420215,"Census Tract 4202.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420216,"Census Tract 4202.16, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420301,"Census Tract 4203.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420303,"Census Tract 4203.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420304,"Census Tract 4203.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420401,"Census Tract 4204.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420402,"Census Tract 4204.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420501,"Census Tract 4205.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420504,"Census Tract 4205.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420705,"Census Tract 4207.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420706,"Census Tract 4207.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420709,"Census Tract 4207.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420710,"Census Tract 4207.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420800,"Census Tract 4208, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013420901,"Census Tract 4209.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421002,"Census Tract 4210.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421101,"Census Tract 4211.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421102,"Census Tract 4211.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421201,"Census Tract 4212.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421202,"Census Tract 4212.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421501,"Census Tract 4215.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421502,"Census Tract 4215.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421602,"Census Tract 4216.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421702,"Census Tract 4217.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421801,"Census Tract 4218.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421901,"Census Tract 4219.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013421902,"Census Tract 4219.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422002,"Census Tract 4220.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422102,"Census Tract 4221.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422103,"Census Tract 4221.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422105,"Census Tract 4221.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422107,"Census Tract 4221.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422203,"Census Tract 4222.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422205,"Census Tract 4222.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422209,"Census Tract 4222.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422210,"Census Tract 4222.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422211,"Census Tract 4222.11, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422215,"Census Tract 4222.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422216,"Census Tract 4222.16, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422217,"Census Tract 4222.17, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422218,"Census Tract 4222.18, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422219,"Census Tract 4222.19, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422220,"Census Tract 4222.20, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422221,"Census Tract 4222.21, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422301,"Census Tract 4223.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422304,"Census Tract 4223.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422305,"Census Tract 4223.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422307,"Census Tract 4223.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422309,"Census Tract 4223.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422401,"Census Tract 4224.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422402,"Census Tract 4224.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422403,"Census Tract 4224.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422503,"Census Tract 4225.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422507,"Census Tract 4225.07, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422512,"Census Tract 4225.12, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422514,"Census Tract 4225.14, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422606,"Census Tract 4226.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422609,"Census Tract 4226.09, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422610,"Census Tract 4226.10, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422615,"Census Tract 4226.15, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422618,"Census Tract 4226.18, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422621,"Census Tract 4226.21, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422622,"Census Tract 4226.22, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422623,"Census Tract 4226.23, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422624,"Census Tract 4226.24, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422626,"Census Tract 4226.26, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422627,"Census Tract 4226.27, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422628,"Census Tract 4226.28, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422629,"Census Tract 4226.29, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422630,"Census Tract 4226.30, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422631,"Census Tract 4226.31, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422632,"Census Tract 4226.32, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422633,"Census Tract 4226.33, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422634,"Census Tract 4226.34, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422635,"Census Tract 4226.35, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422636,"Census Tract 4226.36, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422637,"Census Tract 4226.37, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422638,"Census Tract 4226.38, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422639,"Census Tract 4226.39, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422644,"Census Tract 4226.44, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013422646,"Census Tract 4226.46, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013522901,"Census Tract 5229.01, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013522904,"Census Tract 5229.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013523002,"Census Tract 5230.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013523005,"Census Tract 5230.05, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013523006,"Census Tract 5230.06, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013523102,"Census Tract 5231.02, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610100,"Census Tract 6101, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610200,"Census Tract 6102, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610400,"Census Tract 6104, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610500,"Census Tract 6105, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610600,"Census Tract 6106, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013610900,"Census Tract 6109, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611100,"Census Tract 6111, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611200,"Census Tract 6112, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611300,"Census Tract 6113, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611400,"Census Tract 6114, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611500,"Census Tract 6115, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611600,"Census Tract 6116, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611700,"Census Tract 6117, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611800,"Census Tract 6118, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013611900,"Census Tract 6119, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612000,"Census Tract 6120, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612200,"Census Tract 6122, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612300,"Census Tract 6123, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612400,"Census Tract 6124, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612500,"Census Tract 6125, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612600,"Census Tract 6126, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612700,"Census Tract 6127, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612800,"Census Tract 6128, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013612900,"Census Tract 6129, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613000,"Census Tract 6130, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613100,"Census Tract 6131, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613300,"Census Tract 6133, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613400,"Census Tract 6134, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613600,"Census Tract 6136, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613700,"Census Tract 6137, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613800,"Census Tract 6138, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013613900,"Census Tract 6139, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614000,"Census Tract 6140, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614200,"Census Tract 6142, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614300,"Census Tract 6143, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614400,"Census Tract 6144, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614500,"Census Tract 6145, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614700,"Census Tract 6147, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614800,"Census Tract 6148, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013614900,"Census Tract 6149, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013615000,"Census Tract 6150, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013615300,"Census Tract 6153, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013615500,"Census Tract 6155, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013615600,"Census Tract 6156, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013615900,"Census Tract 6159, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616000,"Census Tract 6160, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616100,"Census Tract 6161, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616200,"Census Tract 6162, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616300,"Census Tract 6163, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616400,"Census Tract 6164, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013616700,"Census Tract 6167, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617000,"Census Tract 6170, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617100,"Census Tract 6171, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617200,"Census Tract 6172, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617400,"Census Tract 6174, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617500,"Census Tract 6175, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617700,"Census Tract 6177, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013617900,"Census Tract 6179, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618000,"Census Tract 6180, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618200,"Census Tract 6182, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618300,"Census Tract 6183, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618400,"Census Tract 6184, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618500,"Census Tract 6185, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618600,"Census Tract 6186, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618700,"Census Tract 6187, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013618900,"Census Tract 6189, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619000,"Census Tract 6190, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619100,"Census Tract 6191, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619300,"Census Tract 6193, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619400,"Census Tract 6194, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619500,"Census Tract 6195, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619600,"Census Tract 6196, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619700,"Census Tract 6197, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619800,"Census Tract 6198, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013619900,"Census Tract 6199, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013723303,"Census Tract 7233.03, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013723304,"Census Tract 7233.04, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013723308,"Census Tract 7233.08, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810200,"Census Tract 8102, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810300,"Census Tract 8103, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810400,"Census Tract 8104, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810500,"Census Tract 8105, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810600,"Census Tract 8106, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810700,"Census Tract 8107, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810800,"Census Tract 8108, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013810900,"Census Tract 8109, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811000,"Census Tract 8110, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811100,"Census Tract 8111, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811200,"Census Tract 8112, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811300,"Census Tract 8113, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811400,"Census Tract 8114, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811500,"Census Tract 8115, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811600,"Census Tract 8116, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013811800,"Census Tract 8118, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812000,"Census Tract 8120, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812100,"Census Tract 8121, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812200,"Census Tract 8122, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812300,"Census Tract 8123, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812400,"Census Tract 8124, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
04013812500,"Census Tract 8125, Maricopa County, Arizona",Native Hawaiian,0,0%,0%,,,,15
